match_id,type,minute,team,player,player_out,detail
3839551,substitution,U19,away,,Jonas Lehofer,
3839551,substitution,U22,away,,Robert Schmerleib,
3839551,substitution,U20,away,,Sebastian Jost,
3839673,goal,17,away,Danny Krause,,
3839673,yellow,31,away,Danny Krause,,
3839673,yellow,39,away,Bohdan Romaniuk,,
3839673,yellow,48,home,Maksimiljan Zorman,,
3839673,goal,51,away,Danny Krause,,
3839673,goal,68,home,Luka Maric,,
3839673,yellow,69,home,Angelo Timotej Rec,,
3839673,substitution,71,home,Max Höller,Marcel Treitler,
3839673,substitution,71,away,Marcel Fritzer,Danny Krause,
3839673,substitution,71,away,Niklas Ramsbacher,Van-Alessandro Nguyen Skyriotis,
3839673,substitution,76,home,Eldin Sehic,Sebastjan Slak,
3839673,goal,76,away,Florent Hajdini,,
3839673,goal,86,away,Armin Durakovic,,
3839673,substitution,90,away,Stefan Maierhofer,Florent Hajdini,
3839673,substitution,90,away,Cüneyd Parlak,Godwin Agbevor,
3839596,yellow,36,away,Valentin Schwaiger,,
3839596,substitution,36,away,Samuel Hödl,,
3839596,yellow_red,37,home,Fabio Markelic,,
3839596,yellow,HZ,home,Marius Leo Maierhofer,,
3839596,yellow,HZ,home,Nikolaos Kokkas,,
3839596,yellow,HZ,home,Thomas Pirker,,
3839596,substitution,HZ,home,Jonas Fürst,,
3839596,substitution,HZ,home,Marco Paul Pirker,,
3839596,substitution,HZ,home,Erik Kovac,,
3839596,yellow,54,home,Vahid Muharemovic,,
3839596,substitution,54,home,Fabio Markelic,,
3839596,yellow,76,home,Tristan Noel Stocklauser,,
3839596,substitution,76,home,Manuel Tialler,,
3839596,yellow,78,away,Stefan Celic,,
3839596,substitution,78,away,Imran Sadriu,,
3839596,yellow_red,80,away,Stefan Celic,,
3839596,yellow,84,away,Paul Schwaiger,,
3839596,yellow,84,away,Eman Lidan,,
3839596,substitution,84,away,David Kühhas,,
3839596,substitution,84,away,Nico Steinmaßl,,
3839596,yellow_red,88,home,Marco Pusnik,,
3839596,substitution,U20,home,,Jonas Fürst,
3839596,substitution,U21,home,,Ognjen Gigovic,
3839596,substitution,U22,home,,Erik Kovac,
3839596,substitution,U21,home,,Alexander Jürgen Pöschl,
3839596,substitution,U22,home,,Nikolaos Kokkas,
3839596,substitution,U20,home,,Tristan Noel Stocklauser,
3839596,substitution,U21,away,,Samuel Hödl,
3839596,substitution,U21,away,,Lukas Huemer,
3839596,substitution,U19,away,,Hamza Hadzic,
3839596,substitution,U22,away,,Valentin Schwaiger,
3839596,substitution,U20,away,,Paul Schwaiger,
3839596,substitution,U21,away,,Eman Lidan,
3839596,substitution,U22,away,,Stefan Celic,
3839624,yellow_red,25,away,Marco Fuchshofer,,
3839624,yellow,30,home,Niklas Sickinger,,
3839624,substitution,30,home,Jakob Horner,,
3839624,yellow,HZ,home,Tobias Hofbauer,,
3839624,yellow,HZ,home,Ermal Krasniqi,,
3839624,substitution,HZ,home,Dominic Bauer,,
3839624,substitution,HZ,home,Thomas Burghuber,,
3839624,yellow_red,52,away,Andreas Fuchs,,
3839624,yellow,58,away,Haris Hrustan,,
3839624,substitution,58,away,Andreas Fuchs,,
3839624,yellow,67,away,Tobias Revelant,,
3839624,yellow,67,away,Max Rauter,,
3839624,substitution,67,away,Jakob Hack,,
3839624,substitution,67,away,Marco Fuchshofer,,
3839624,yellow,78,home,Felix Seiwald,,
3839624,substitution,78,home,Florian Schütz,,
3839624,yellow,80,away,Elias Rumpf,,
3839624,substitution,80,away,Anto Jelec,,
3839624,yellow_red,84,home,Niklas Sickinger,,
3839624,yellow_red,89,away,Claudio Lipp,,
3839624,substitution,U22,home,,Elias Jagereder,
3839624,substitution,U18,home,,Simon Holzer,
3839624,substitution,U21,home,,Ermal Krasniqi,
3839624,substitution,U21,home,,Xaver Bernauer,
3839624,substitution,U21,home,,Niklas Sickinger,
3839624,substitution,U21,away,,Anto Jelec,
3839624,substitution,U20,away,,Jan Heuserer,
3839624,substitution,U20,away,,Eroll Sabanaj,
3839624,substitution,U21,away,,Haris Hrustan,
3839624,substitution,U22,away,,Tobias Revelant,
3839624,substitution,U22,away,,Max Rauter,
3839478,yellow,33,away,David Zulj,,
3839478,goal,46,away,Hamza Samardzic,,
3839478,substitution,51,home,Alessandro Kiko,Ralph Roman Scheer,
3839478,goal,57,home,Tom Zurga,,
3839478,substitution,58,away,Angelo Nenadic,David Zulj,
3839478,substitution,65,away,Valentin Akrap,Martin Coello Carrera,
3839478,substitution,65,away,Mario Gintsberger,Hamza Samardzic,
3839478,substitution,65,away,Lorenz Maurer,Daniel Markl,
3839478,goal,66,away,Angelo Nenadic,,
3839478,yellow,68,home,Fabian Kopeinig,,
3839478,substitution,73,home,Manuel Thomas Guggenberger,Lukas Lausegger,
3839478,substitution,79,home,Jonas Peter Jochum,Florian Schaller,
3839478,substitution,79,home,Nicolas Manuel Modritz,Mario Kröpfl,
3839478,substitution,79,home,Luca Alexander Pollanz,Alexander Kurz,
3839478,yellow,85,away,Valentin Akrap,,
3839478,yellow,90+1,away,Leonhard Gabbichler,,
3839478,yellow,90+6,away,Bajram Syla,,
3839464,yellow,38,home,Engin Can Ketan,,
3839464,substitution,38,home,Gabriel Awuni,,
3839464,yellow,HZ,home,Valentin Schwaiger,,
3839464,substitution,HZ,home,David Kühhas,,
3839464,yellow,HZ,away,Bence Balabás,,
3839464,substitution,HZ,away,Oliver Koplarovics,,
3839464,yellow,68,home,Stefan Celic,,
3839464,substitution,68,home,Aleksandar Vasiljevic,,
3839464,yellow_red,70,home,Benedikt Johannes Machreich,,
3839464,yellow,70,away,Benjamin Kiesl,,
3839464,substitution,70,away,Elias Krain,,
3839464,yellow_red,75,away,Jonas Karl Ablinger,,
3839464,yellow,80,home,Paul Schwaiger,,
3839464,yellow,80,home,Eman Lidan,,
3839464,substitution,80,home,Benedikt Johannes Machreich,,
3839464,substitution,80,home,Nico Steinmaßl,,
3839464,yellow,83,away,Alex-Jason Osamagumwende Amadin,,
3839464,yellow,83,away,Jesse Richards,,
3839464,yellow,83,away,Volodymyr Danylenko,,
3839464,substitution,83,away,Lejs Nezic,,
3839464,substitution,83,away,Philip Weissenbacher,,
3839464,substitution,83,away,Sefiwu Abubakar,,
3839464,yellow_red,91,away,Nico Forobosko,,
3839464,substitution,U21,home,,Matthias Wetschka,
3839464,substitution,U21,home,,Lukas Huemer,
3839464,substitution,U22,home,,Valentin Schwaiger,
3839464,substitution,U20,home,,Paul Schwaiger,
3839464,substitution,U21,home,,Eman Lidan,
3839464,substitution,U22,home,,Stefan Celic,
3839464,substitution,U18,away,,Benaja Marlon Frey,
3839464,substitution,U19,away,,Lejs Nezic,
3839464,substitution,U21,away,,Loiange Delphin Ondoa Belinga,
3839464,substitution,U19,away,,Jonas Karl Ablinger,
3839464,substitution,U20,away,,Nico Forobosko,
3839464,substitution,U19,away,,Conrad Scholl,
3839464,substitution,U21,away,,Philip Weissenbacher,
3839464,substitution,U19,away,,Nevio Zotz,
3839464,substitution,U19,away,,Oliver Koplarovics,
3839464,substitution,U18,away,,Elias Krain,
3839464,substitution,U22,away,,Sefiwu Abubakar,
3839464,substitution,U20,away,,Koloman Koppelhuber,
3839464,substitution,U19,away,,Benjamin Kiesl,
3839464,substitution,U20,away,,Bence Balabás,
3839464,substitution,U19,away,,Alex-Jason Osamagumwende Amadin,
3839464,substitution,U19,away,,Jesse Richards,
3839464,substitution,U18,away,,Volodymyr Danylenko,
3839579,yellow,29,home,Marcel Fritzer,,
3839579,substitution,HZ,away,Nikolaos Kokkas,Lukas Maximilian Pippan,
3839579,goal,48,home,Godwin Agbevor,,
3839579,yellow_red,62,home,Marcel Fritzer,,
3839579,substitution,63,home,Stefan Maierhofer,Danny Krause,
3839579,substitution,63,home,Niklas Ramsbacher,Van-Alessandro Nguyen Skyriotis,
3839579,substitution,67,away,Marius Leo Maierhofer,Thomas Pirker,
3839579,yellow,71,away,Erik Kovac,,
3839579,substitution,72,away,Fabio Markelic,Ognjen Gigovic,
3839579,yellow,74,home,Niklas Ramsbacher,,
3839579,yellow,77,home,Lorent Ademi,,
3839579,substitution,77,away,Alexander Kerhe,Kiril Hristov Ristoskov,
3839579,substitution,77,away,Marco Pusnik,Tristan Noel Stocklauser,
3839579,substitution,84,home,Marvin Luca Antonitsch,Armin Durakovic,
3839579,yellow,84,away,Michael Novak,,
3839579,yellow,84,away,Nikolaos Kokkas,,
3839579,substitution,90,home,Marcel Pejic,Michael Leon Schweiger,
3839523,goal,2,away,Marcel Treitler,,
3839523,goal,18,home,Fabian Schubert,,
3839523,substitution,23,away,Sebastjan Slak,Max Höller,
3839523,goal,24,home,Maximilian Suppan,,
3839523,substitution,HZ,home,Jonas Gmeindl,Andreas Pfingstner,
3839523,goal,48,home,Maximilian Suppan,,
3839523,substitution,63,home,Daniel Goriupp,Paolo Jager,
3839523,substitution,65,away,Nico Fabiani,Angelo Timotej Rec,
3839523,goal,70,home,Daniel Goriupp,,
3839523,substitution,74,home,Martin Krienzer,Fabian Schubert,
3839523,substitution,74,home,Lukas Parger,Philipp Zuna,
3839523,substitution,77,away,Tobias Frankl,Christoph Kobald,
3839523,substitution,83,home,Daniel Lukas Saurer,Nino Pungarsek,
3839523,yellow,90+2,away,Jure Petric,,
3839572,goal,18,away,Patrick Moser,,
3839572,yellow_red,20,away,Hannes Huber,,
3839572,yellow,20,away,Lorenz Stadler,,
3839572,substitution,20,away,Daniel Steinmayr,,
3839572,yellow_red,41,home,Andreas Fuchs,,
3839572,yellow,HZ,home,Eroll Sabanaj,,
3839572,yellow,HZ,home,Haris Hrustan,,
3839572,substitution,HZ,home,Andreas Fuchs,,
3839572,substitution,HZ,home,Anto Jelec,,
3839572,yellow_red,50,home,Marco Fuchshofer,,
3839572,yellow_red,57,away,Alexander Dallhammer,,
3839572,yellow,60,away,Elias Zaki,,
3839572,substitution,60,away,Michael Wild,,
3839572,yellow,70,away,Eduard Josef Haas,,
3839572,yellow,70,away,Maximilian Straif,,
3839572,substitution,70,away,Jakob Karlinger,,
3839572,substitution,70,away,Dejan Misic,,
3839572,yellow,74,home,Tobias Revelant,,
3839572,yellow,74,home,Max Rauter,,
3839572,substitution,74,home,Jakob Hack,,
3839572,substitution,74,home,Marco Fuchshofer,,
3839572,yellow,86,home,Elias Rumpf,,
3839572,substitution,86,home,Jure Grubelnik,,
3839572,substitution,U21,home,,Anto Jelec,
3839572,substitution,U20,home,,Jan Heuserer,
3839572,substitution,U20,home,,Eroll Sabanaj,
3839572,substitution,U21,home,,Haris Hrustan,
3839572,substitution,U22,home,,Tobias Revelant,
3839572,substitution,U22,home,,Max Rauter,
3839572,substitution,U21,away,,Lorenz Stadler,
3839572,substitution,U22,away,,Maximilian Straif,
3839572,substitution,U21,away,,Elias Zaki,
3839469,yellow_red,50,home,Libor Bobcik,,
3839469,yellow,56,home,Timo Metzner,,
3839469,yellow,56,home,Michael Loder,,
3839469,yellow,56,home,Christian Berger,,
3839469,substitution,56,home,Lejs Plicanic,,
3839469,substitution,56,home,Fabian Lenhart,,
3839469,substitution,56,home,Niko Johann Lieber,,
3839469,yellow_red,59,away,Felix Seiwald,,
3839469,yellow,63,away,Tobias Hofbauer,,
3839469,yellow,63,away,Ermal Krasniqi,,
3839469,substitution,63,away,Dominic Bauer,,
3839469,substitution,63,away,Michael Oberwinkler,,
3839469,yellow,69,home,Tobias Schöggl,,
3839469,substitution,69,home,Boris Planeta,,
3839469,yellow,69,away,Florian Schütz,,
3839469,substitution,69,away,Felix Seiwald,,
3839469,yellow_red,70,home,Luca Christian Puster,,
3839469,yellow,76,away,Xaver Bernauer,,
3839469,yellow,76,away,Felix Ratzinger,,
3839469,substitution,76,away,Felix Sickinger,,
3839469,substitution,76,away,Simon Schnaitter,,
3839469,yellow,80,home,Andre Dirnberger,,
3839469,substitution,80,home,Leon Wlattnig,,
3839469,yellow_red,83,away,Xaver Bernauer,,
3839469,substitution,U22,home,,Niko Johann Lieber,
3839469,substitution,U19,home,,Tobias Schöggl,
3839469,substitution,U20,home,,Timo Metzner,
3839469,substitution,U22,home,,Michael Loder,
3839469,substitution,U20,home,,Andre Dirnberger,
3839469,substitution,U22,away,,Elias Jagereder,
3839469,substitution,U21,away,,Niklas Sickinger,
3839469,substitution,U18,away,,Simon Holzer,
3839469,substitution,U21,away,,Ermal Krasniqi,
3839469,substitution,U21,away,,Xaver Bernauer,
3839469,substitution,U22,away,,Felix Ratzinger,
3839617,yellow_red,18,away,Thorsten Mahrer,,
3839617,yellow_red,44,home,Filip Perovic,,
3839617,yellow_red,45,away,Florian Schaller,,
3839617,yellow,52,home,Kaden Bauer De Jarnette,,
3839617,yellow,52,home,Serigne Fall,,
3839617,substitution,52,home,Vincent Jonah Augustus,,
3839617,substitution,52,home,Wesley Danso Agyekum Frimpong,,
3839617,yellow,63,home,Jakob Wanker,,
3839617,substitution,63,home,Nael Mamadou Lamine Kane,,
3839617,yellow,64,away,Jonas Peter Jochum,,
3839617,yellow,64,away,Luka Nemet,,
3839617,substitution,64,away,Fabian Kopeinig,,
3839617,substitution,64,away,Alessandro Kiko,,
3839617,yellow_red,70,away,Lukas Lausegger,,
3839617,yellow,81,home,Sölvi Snaer Asgeirsson,,
3839617,substitution,81,home,Mohamed Sanogo,,
3839617,yellow,81,away,Manuel Thomas Guggenberger,,
3839617,yellow,81,away,Luca Alexander Pollanz,,
3839617,substitution,81,away,Lukas Lausegger,,
3839617,substitution,81,away,Alexander Kurz,,
3839617,yellow,87,away,Nicolas Manuel Modritz,,
3839617,substitution,87,away,Florian Schaller,,
3839617,substitution,U21,home,,Carlo Jurak,
3839617,substitution,U21,home,,Cheikne Kebe,
3839617,substitution,U20,home,,Filip Perovic,
3839617,substitution,U20,home,,Vincent Jonah Augustus,
3839617,substitution,U20,home,,Armin Midzic,
3839617,substitution,U21,home,,Tryphose Aime Queyre Tchicamboud,
3839617,substitution,U21,home,,Alpha Kassaynabo Balde,
3839617,substitution,U22,home,,Wesley Danso Agyekum Frimpong,
3839617,substitution,U20,home,,Nael Mamadou Lamine Kane,
3839617,substitution,U20,home,,Moritz Schrenk,
3839617,substitution,U19,home,,Kaden Bauer De Jarnette,
3839617,substitution,U20,home,,Tarik Brkic,
3839617,substitution,U21,home,,Serigne Fall,
3839617,substitution,U19,home,,Jakob Wanker,
3839617,substitution,U18,home,,Sölvi Snaer Asgeirsson,
3839617,substitution,U21,away,,Marlon Louis Winter,
3839617,substitution,U22,away,,Lukas Lorinson,
3839617,substitution,U19,away,,Jonas Peter Jochum,
3839617,substitution,U20,away,,Luka Nemet,
3839524,yellow_red,44,home,Jakob Geister,,
3839524,yellow,HZ,home,Huba Homann,,
3839524,substitution,HZ,home,David Zulj,,
3839524,yellow,HZ,away,Sam Schutti,,
3839524,substitution,HZ,away,Jonas Rossdorfer,,
3839524,yellow,51,away,Adamson Sharafa,,
3839524,substitution,51,away,Gasper Koritnik,,
3839524,yellow_red,52,away,Belmin Cirkic,,
3839524,yellow,60,home,Valentin Akrap,,
3839524,yellow,60,home,Lorenz Maurer,,
3839524,substitution,60,home,Hamza Samardzic,,
3839524,substitution,60,home,Dominik Velecky,,
3839524,yellow,64,away,Salko Mujanovic,,
3839524,substitution,64,away,Bünyami̇n Cesur Karatas,,
3839524,yellow,75,home,Mario Gintsberger,,
3839524,substitution,75,home,Daniel Markl,,
3839524,yellow,83,away,Nico Wiesinger,,
3839524,substitution,83,away,Toni Barisic,,
3839524,yellow,90,home,Maro Vrdoljak,,
3839524,substitution,90,home,Martin Coello Carrera,,
3839524,substitution,U20,home,,Leonhard Gabbichler,
3839524,substitution,U21,home,,Jakob Geister,
3839524,substitution,U21,home,,Hamza Samardzic,
3839524,substitution,U22,home,,Angelo Nenadic,
3839524,substitution,U21,home,,David Zulj,
3839524,substitution,U21,home,,Bernd Aineter,
3839524,substitution,U22,home,,Maro Vrdoljak,
3839524,substitution,U20,home,,Huba Homann,
3839524,substitution,U17,home,,Lorenz Maurer,
3839524,substitution,U21,away,,Sebastian Leitner,
3839608,goal,3,away,Daniel Steinwender,,
3839608,yellow,9,home,Nico Pichler,,
3839608,goal,14,home,Marvin Hernaus,,
3839608,yellow,20,home,Enrico Temmel,,
3839608,goal,32,home,Tine Pori,,
3839608,yellow,41,away,Vedran Vrhovac,,
3839608,goal,47,away,Yanis Traun,,
3839608,yellow,50,away,Theodor Wlattnig,,
3839608,yellow,51,away,Markus Farnleitner,,
3839608,yellow,57,home,Markus Stenzel,,
3839608,substitution,59,home,Jonas Sander,Martin Murg,
3839608,substitution,59,away,Florian Weiler,Niko Salika,
3839608,goal,62,away,Daniel Steinwender,,
3839608,goal,69,home,Marvin Hernaus,,
3839608,substitution,70,home,Reality Arase Asemota,Tine Pori,
3839608,yellow,72,away,Luca Pichler,,
3839608,yellow,75,home,Peter Kozissnik,,
3839608,substitution,83,away,Noah Leitold,Luca Pichler,
3839608,yellow,89,home,Lukas Strobl,,
3839608,goal,(Elfm.),away,Daniel Steinwender,,
3839588,yellow,HZ,home,Nevio Zotz,,
3839588,yellow,HZ,home,Fabio Arencibia Santana,,
3839588,substitution,HZ,home,Joris Boguo,,
3839588,substitution,HZ,home,Saliou Sane,,
3839588,yellow,67,away,Marcel Pejic,,
3839588,yellow,67,away,Niklas Ramsbacher,,
3839588,substitution,67,away,Van-Alessandro Nguyen Skyriotis,,
3839588,substitution,67,away,Armin Durakovic,,
3839588,yellow,82,home,Elias Krain,,
3839588,substitution,82,home,Loiange Delphin Ondoa Belinga,,
3839588,yellow,82,away,Stefan Maierhofer,,
3839588,substitution,82,away,Danny Krause,,
3839588,yellow,88,home,Benjamin Kiesl,,
3839588,yellow,88,home,Bence Balabás,,
3839588,substitution,88,home,Lejs Nezic,,
3839588,substitution,88,home,Sefiwu Abubakar,,
3839588,yellow_red,90,home,Nico Forobosko,,
3839588,yellow,90,away,Marvin Luca Antonitsch,,
3839588,yellow,90,away,Cüneyd Parlak,,
3839588,substitution,90,away,Lorent Ademi,,
3839588,substitution,90,away,Florent Hajdini,,
3839588,yellow_red,90+2,away,Marcel Pejic,,
3839588,substitution,U19,home,,Lejs Nezic,
3839588,substitution,U21,home,,Loiange Delphin Ondoa Belinga,
3839588,substitution,U19,home,,Jonas Karl Ablinger,
3839588,substitution,U20,home,,Nico Forobosko,
3839588,substitution,U19,home,,Conrad Scholl,
3839588,substitution,U21,home,,Philip Weissenbacher,
3839588,substitution,U21,home,,Fabian Rossdorfer,
3839588,substitution,U19,home,,Joris Boguo,
3839588,substitution,U22,home,,Sefiwu Abubakar,
3839588,substitution,U18,home,,Benaja Marlon Frey,
3839588,substitution,U19,home,,Benjamin Kiesl,
3839588,substitution,U20,home,,Bence Balabás,
3839588,substitution,U19,home,,Nevio Zotz,
3839588,substitution,U21,home,,Fabio Arencibia Santana,
3839588,substitution,U18,home,,Elias Krain,
3839588,substitution,U20,away,,Lorent Ademi,
3839588,substitution,U20,away,,Florent Hajdini,
3839588,substitution,U21,away,,Michael Leon Schweiger,
3839588,substitution,U22,away,,Danny Krause,
3839588,substitution,U20,away,,Van-Alessandro Nguyen Skyriotis,
3839588,substitution,U19,away,,Armin Durakovic,
3839588,substitution,U20,away,,Nico Six,
3839588,substitution,U21,away,,Elias Müller,
3839588,substitution,U22,away,,Marcel Pejic,
3839588,substitution,U19,away,,Stefan Maierhofer,
3839588,substitution,U19,away,,Marvin Luca Antonitsch,
3839588,substitution,U19,away,,Niklas Ramsbacher,
3839588,substitution,U19,away,,Cüneyd Parlak,
3839630,yellow,HZ,away,Kaden Bauer De Jarnette,,
3839630,yellow,HZ,away,Vincent Jonah Augustus,,
3839630,substitution,HZ,away,Gabriel Zirngast,,
3839630,substitution,HZ,away,Kevin Lebersorger,,
3839630,yellow_red,51,away,Mamadou Dianko,,
3839630,yellow,54,away,Sölvi Snaer Asgeirsson,,
3839630,substitution,54,away,Mamadou Dianko,,
3839630,yellow,64,home,Gasper Koritnik,,
3839630,substitution,64,home,Toni Barisic,,
3839630,yellow,68,away,Nael Mamadou Lamine Kane,,
3839630,substitution,68,away,Serigne Fall,,
3839630,yellow,70,home,Nico Wiesinger,,
3839630,substitution,70,home,Simon Gasperlmair,,
3839630,yellow_red,73,away,Filip Perovic,,
3839630,yellow_red,76,away,Tryphose Aime Queyre Tchicamboud,,
3839630,yellow_red,79,home,Adi Mehremic,,
3839630,yellow,80,away,Jakob Wanker,,
3839630,substitution,80,away,Tryphose Aime Queyre Tchicamboud,,
3839630,yellow_red,86,home,Adamson Sharafa,,
3839630,yellow_red,86,away,Alpha Kassaynabo Balde,,
3839630,yellow,89,home,Salko Mujanovic,,
3839630,substitution,89,home,Jonathan Ndubisi Alukwu,,
3839630,substitution,U21,home,,Sebastian Leitner,
3839630,substitution,U21,away,,Carlo Jurak,
3839630,substitution,U21,away,,Cheikne Kebe,
3839630,substitution,U20,away,,Filip Perovic,
3839630,substitution,U21,away,,Mamadou Dianko,
3839630,substitution,U20,away,,Armin Midzic,
3839630,substitution,U21,away,,Serigne Fall,
3839630,substitution,U21,away,,Tryphose Aime Queyre Tchicamboud,
3839630,substitution,U21,away,,Alpha Kassaynabo Balde,
3839630,substitution,U21,away,,Kevin Lebersorger,
3839630,substitution,U21,away,,Armin Haider,
3839630,substitution,U20,away,,Moritz Schrenk,
3839630,substitution,U19,away,,Kaden Bauer De Jarnette,
3839630,substitution,U20,away,,Vincent Jonah Augustus,
3839630,substitution,U20,away,,Nael Mamadou Lamine Kane,
3839630,substitution,U19,away,,Jakob Wanker,
3839630,substitution,U18,away,,Sölvi Snaer Asgeirsson,
3839575,goal,6,home,Niko Salika,,
3839575,yellow,37,away,Angelo Timotej Rec,,
3839575,yellow,40,home,Theodor Wlattnig,,
3839575,yellow,64,away,Maksimiljan Zorman,,
3839575,substitution,70,away,Tobias Frankl,Max Höller,
3839575,goal,75,home,Daniel Steinwender,,
3839575,substitution,77,home,Florian Weiler,Christoph Urdl,
3839575,yellow,78,away,Jure Petric,,
3839575,substitution,83,away,Nico Fabiani,Angelo Timotej Rec,
3839575,substitution,84,home,Noah Leitold,Niko Salika,
3839575,substitution,86,away,Sebastjan Slak,Marc Kögl,
