match_id,side,team,role,number,player,captain,coach
3839515,home,ASKÖ Oedt,starter,04,Adi Mehremic,False,Johann Kleer
3839515,home,ASKÖ Oedt,starter,07,Dino Kovacevic,False,Johann Kleer
3839515,home,ASKÖ Oedt,starter,08,Adamson Sharafa,False,Johann Kleer
3839515,home,ASKÖ Oedt,starter,14,Arne Ammerer,False,Johann Kleer
3839515,home,ASKÖ Oedt,starter,15,Jonathan Ndubisi Alukwu,False,Johann Kleer
3839515,home,ASKÖ Oedt,starter,18,Bünyami̇n Cesur Karatas,True,Johann Kleer
3839515,home,ASKÖ Oedt,starter,19,Toni Barisic,False,Johann Kleer
3839515,home,ASKÖ Oedt,starter,22,Jonas Rossdorfer,False,Johann Kleer
3839515,home,ASKÖ Oedt,starter,23,Lukas Tursch,False,Johann Kleer
3839515,home,ASKÖ Oedt,starter,32,Filip Breskic,False,Johann Kleer
3839515,home,ASKÖ Oedt,bench,33,Sadin Hamzic,False,Johann Kleer
3839515,home,ASKÖ Oedt,bench,06,Sebastian Leitner,False,Johann Kleer
3839515,home,ASKÖ Oedt,bench,09,Valdir Henrique Barbosa da Silva,False,Johann Kleer
3839515,home,ASKÖ Oedt,bench,11,Gasper Koritnik,False,Johann Kleer
3839515,home,ASKÖ Oedt,bench,25,Belmin Cirkic,False,Johann Kleer
3839515,home,ASKÖ Oedt,bench,28,Nico Wiesinger,False,Johann Kleer
3839515,away,Gleisdorf 09,starter,30,Tomislav Lipovac,False,Marko Kovacevic
3839515,away,Gleisdorf 09,starter,03,Luca Christian Puster,False,Marko Kovacevic
3839515,away,Gleisdorf 09,starter,07,Alexander Kager,False,Marko Kovacevic
3839515,away,Gleisdorf 09,starter,08,Felix Schlemmer,True,Marko Kovacevic
3839515,away,Gleisdorf 09,starter,09,Lejs Plicanic,False,Marko Kovacevic
3839515,away,Gleisdorf 09,starter,15,Boris Planeta,False,Marko Kovacevic
3839515,away,Gleisdorf 09,starter,18,Leon Wlattnig,False,Marko Kovacevic
3839515,away,Gleisdorf 09,starter,22,Patrick Schroll,False,Marko Kovacevic
3839515,away,Gleisdorf 09,starter,24,Fabian Lenhart,False,Marko Kovacevic
3839515,away,Gleisdorf 09,starter,27,Libor Bobcik,False,Marko Kovacevic
3839515,away,Gleisdorf 09,starter,40,Niko Johann Lieber,False,Marko Kovacevic
3839515,away,Gleisdorf 09,bench,01,Matko Horvat,False,Marko Kovacevic
3839515,away,Gleisdorf 09,bench,05,Tobias Schöggl,False,Marko Kovacevic
3839515,away,Gleisdorf 09,bench,06,Timo Metzner,False,Marko Kovacevic
3839515,away,Gleisdorf 09,bench,10,Michael Loder,False,Marko Kovacevic
3839515,away,Gleisdorf 09,bench,12,Andre Dirnberger,False,Marko Kovacevic
3839515,away,Gleisdorf 09,bench,29,Christian Berger,False,Marko Kovacevic
3839491,home,Kalsdorf,starter,31,Florian Schögl,False,Mag. Jörg Schirgi
3839491,home,Kalsdorf,starter,03,Vedran Vrhovac,False,Mag. Jörg Schirgi
3839491,home,Kalsdorf,starter,04,Theodor Wlattnig,False,Mag. Jörg Schirgi
3839491,home,Kalsdorf,starter,06,Markus Farnleitner,False,Mag. Jörg Schirgi
3839491,home,Kalsdorf,starter,07,Niko Salika,False,Mag. Jörg Schirgi
3839491,home,Kalsdorf,starter,08,Silvio Pigac,False,Mag. Jörg Schirgi
3839491,home,Kalsdorf,starter,09,Thomas Hirschhofer,False,Mag. Jörg Schirgi
3839491,home,Kalsdorf,starter,10,Daniel Steinwender,False,Mag. Jörg Schirgi
3839491,home,Kalsdorf,starter,17,Christoph Urdl,False,Mag. Jörg Schirgi
3839491,home,Kalsdorf,starter,18,Luca Pichler,True,Mag. Jörg Schirgi
3839491,home,Kalsdorf,starter,22,Yanis Traun,False,Mag. Jörg Schirgi
3839491,home,Kalsdorf,bench,29,Nik Sturm,False,Mag. Jörg Schirgi
3839491,home,Kalsdorf,bench,05,Kristijan Ivancic,False,Mag. Jörg Schirgi
3839491,home,Kalsdorf,bench,11,Florian Weiler,False,Mag. Jörg Schirgi
3839491,home,Kalsdorf,bench,20,Paul Anton Leopold Stark,False,Mag. Jörg Schirgi
3839491,home,Kalsdorf,bench,21,David Slavec,False,Mag. Jörg Schirgi
3839491,home,Kalsdorf,bench,26,Noah Leitold,False,Mag. Jörg Schirgi
3839491,away,ASK Voitsberg,starter,01,Tomaz Stopajnik,False,David Preiss
3839491,away,ASK Voitsberg,starter,07,Paolo Jager,False,David Preiss
3839491,away,ASK Voitsberg,starter,08,Nino Pungarsek,False,David Preiss
3839491,away,ASK Voitsberg,starter,10,Philipp Zuna,False,David Preiss
3839491,away,ASK Voitsberg,starter,13,Andreas Pfingstner,True,David Preiss
3839491,away,ASK Voitsberg,starter,15,Martin Krienzer,False,David Preiss
3839491,away,ASK Voitsberg,starter,23,Luka Zivanovic,False,David Preiss
3839491,away,ASK Voitsberg,starter,37,Philipp Sick,False,David Preiss
3839491,away,ASK Voitsberg,starter,44,Andrej Stevanovic,False,David Preiss
3839491,away,ASK Voitsberg,starter,77,Tristan Brükk,False,David Preiss
3839491,away,ASK Voitsberg,starter,80,Maximilian Suppan,False,David Preiss
3839491,away,ASK Voitsberg,bench,31,Christian Michael Pöschl,False,David Preiss
3839491,away,ASK Voitsberg,bench,06,Daniel Lukas Saurer,False,David Preiss
3839491,away,ASK Voitsberg,bench,09,Fabian Schubert,False,David Preiss
3839491,away,ASK Voitsberg,bench,30,Daniel Goriupp,False,David Preiss
3839491,away,ASK Voitsberg,bench,39,Elias Neubauer,False,David Preiss
3839491,away,ASK Voitsberg,bench,46,Jonas Gmeindl,False,David Preiss
3839551,home,SPG Wallern / St. Marienk./P KM,starter,01,Patrick Moser,False,Horst Haidacher
3839551,home,SPG Wallern / St. Marienk./P KM,starter,03,Erwin Softic,False,Horst Haidacher
3839551,home,SPG Wallern / St. Marienk./P KM,starter,10,Dejan Misic,False,Horst Haidacher
3839551,home,SPG Wallern / St. Marienk./P KM,starter,11,Eduard Josef Haas,False,Horst Haidacher
3839551,home,SPG Wallern / St. Marienk./P KM,starter,12,Emmanuel Acheampong,False,Horst Haidacher
3839551,home,SPG Wallern / St. Marienk./P KM,starter,14,Daniel Steinmayr,False,Horst Haidacher
3839551,home,SPG Wallern / St. Marienk./P KM,starter,16,Mateo Kvesa,False,Horst Haidacher
3839551,home,SPG Wallern / St. Marienk./P KM,starter,17,Oliver Affenzeller,False,Horst Haidacher
3839551,home,SPG Wallern / St. Marienk./P KM,starter,19,Philipp Huspek,False,Horst Haidacher
3839551,home,SPG Wallern / St. Marienk./P KM,starter,20,Philipp Mitter,True,Horst Haidacher
3839551,home,SPG Wallern / St. Marienk./P KM,starter,30,Hannes Huber,False,Horst Haidacher
3839551,home,SPG Wallern / St. Marienk./P KM,bench,22,Lorenz Stadler,False,Horst Haidacher
3839551,home,SPG Wallern / St. Marienk./P KM,bench,06,Jakob Karlinger,False,Horst Haidacher
3839551,home,SPG Wallern / St. Marienk./P KM,bench,08,Alexander Dallhammer,False,Horst Haidacher
3839551,home,SPG Wallern / St. Marienk./P KM,bench,09,Michael Wild,False,Horst Haidacher
3839551,home,SPG Wallern / St. Marienk./P KM,bench,23,Maximilian Straif,False,Horst Haidacher
3839551,home,SPG Wallern / St. Marienk./P KM,bench,27,Elias Zaki,False,Horst Haidacher
3839551,away,Weiz,starter,01,Enrico Temmel,False,Rainer Pein
3839551,away,Weiz,starter,04,Julian Tomka,False,Rainer Pein
3839551,away,Weiz,starter,06,Nico Pichler,False,Rainer Pein
3839551,away,Weiz,starter,10,Thomas Fink,False,Rainer Pein
3839551,away,Weiz,starter,11,Peter Kozissnik,False,Rainer Pein
3839551,away,Weiz,starter,12,Markus Stenzel,False,Rainer Pein
3839551,away,Weiz,starter,13,Martin Murg,False,Rainer Pein
3839551,away,Weiz,starter,14,Marvin Hernaus,False,Rainer Pein
3839551,away,Weiz,starter,15,Martin Tolic,False,Rainer Pein
3839551,away,Weiz,starter,17,Tine Pori,False,Rainer Pein
3839551,away,Weiz,starter,37,Lukas Strobl,True,Rainer Pein
3839551,away,Weiz,bench,31,Jonas Lehofer,False,Rainer Pein
3839551,away,Weiz,bench,09,Robert Schmerleib,False,Rainer Pein
3839551,away,Weiz,bench,18,Sebastian Jost,False,Rainer Pein
3839551,away,Weiz,bench,21,Sebastian Gabbichler,False,Rainer Pein
3839551,away,Weiz,bench,25,Ammar Sjekirica,False,Rainer Pein
3839551,away,Weiz,bench,27,Nico Zürngast,False,Rainer Pein
3839673,home,St. Anna / A.,starter,99,Simon Georg Donner,False,Hannes Höller
3839673,home,St. Anna / A.,starter,04,Jure Petric,False,Hannes Höller
3839673,home,St. Anna / A.,starter,07,Luka Maric,False,Hannes Höller
3839673,home,St. Anna / A.,starter,10,Christoph Kobald,True,Hannes Höller
3839673,home,St. Anna / A.,starter,15,Leon Sres,False,Hannes Höller
3839673,home,St. Anna / A.,starter,21,Sebastjan Slak,False,Hannes Höller
3839673,home,St. Anna / A.,starter,24,Andre Kerman,False,Hannes Höller
3839673,home,St. Anna / A.,starter,26,Marcel Treitler,False,Hannes Höller
3839673,home,St. Anna / A.,starter,27,Angelo Timotej Rec,False,Hannes Höller
3839673,home,St. Anna / A.,starter,77,Maksimiljan Zorman,False,Hannes Höller
3839673,home,St. Anna / A.,starter,80,Marc Kögl,False,Hannes Höller
3839673,home,St. Anna / A.,bench,01,Fabian Schober-Müller,False,Hannes Höller
3839673,home,St. Anna / A.,bench,03,Tobias Frankl,False,Hannes Höller
3839673,home,St. Anna / A.,bench,11,Eldin Sehic,False,Hannes Höller
3839673,home,St. Anna / A.,bench,17,Nico Fabiani,False,Hannes Höller
3839673,home,St. Anna / A.,bench,18,Max Höller,False,Hannes Höller
3839673,home,St. Anna / A.,bench,19,Jannik Nico Schlegel,False,Hannes Höller
3839673,away,WAC Amat.,starter,21,David Franz Skubl,False,Nemanja Rnic
3839673,away,WAC Amat.,starter,03,Lorent Ademi,False,Nemanja Rnic
3839673,away,WAC Amat.,starter,06,Florent Hajdini,False,Nemanja Rnic
3839673,away,WAC Amat.,starter,08,Michael Leon Schweiger,True,Nemanja Rnic
3839673,away,WAC Amat.,starter,10,Danny Krause,False,Nemanja Rnic
3839673,away,WAC Amat.,starter,11,Van-Alessandro Nguyen Skyriotis,False,Nemanja Rnic
3839673,away,WAC Amat.,starter,13,Kyrylo Romaniuk,False,Nemanja Rnic
3839673,away,WAC Amat.,starter,17,Armin Durakovic,False,Nemanja Rnic
3839673,away,WAC Amat.,starter,18,Bohdan Romaniuk,False,Nemanja Rnic
3839673,away,WAC Amat.,starter,27,Nico Six,False,Nemanja Rnic
3839673,away,WAC Amat.,starter,30,Godwin Agbevor,False,Nemanja Rnic
3839673,away,WAC Amat.,bench,32,Elias Müller,False,Nemanja Rnic
3839673,away,WAC Amat.,bench,04,Marcel Fritzer,False,Nemanja Rnic
3839673,away,WAC Amat.,bench,19,Stefan Maierhofer,False,Nemanja Rnic
3839673,away,WAC Amat.,bench,25,Marvin Luca Antonitsch,False,Nemanja Rnic
3839673,away,WAC Amat.,bench,28,Niklas Ramsbacher,False,Nemanja Rnic
3839673,away,WAC Amat.,bench,29,Cüneyd Parlak,False,Nemanja Rnic
3839596,home,Treibach,starter,23,Patrick Christian Böck,True,Karl Schweighofer
3839596,home,Treibach,starter,03,Jonas Fürst,False,Karl Schweighofer
3839596,home,Treibach,starter,04,Manuel Tialler,False,Karl Schweighofer
3839596,home,Treibach,starter,06,Kiril Hristov Ristoskov,False,Karl Schweighofer
3839596,home,Treibach,starter,07,Lukas Maximilian Pippan,False,Karl Schweighofer
3839596,home,Treibach,starter,09,Marco Paul Pirker,False,Karl Schweighofer
3839596,home,Treibach,starter,10,Fabio Markelic,False,Karl Schweighofer
3839596,home,Treibach,starter,16,Ognjen Gigovic,False,Karl Schweighofer
3839596,home,Treibach,starter,24,Erik Kovac,False,Karl Schweighofer
3839596,home,Treibach,starter,25,Marco Pusnik,False,Karl Schweighofer
3839596,home,Treibach,starter,27,Michael Novak,False,Karl Schweighofer
3839596,home,Treibach,bench,22,Alexander Jürgen Pöschl,False,Karl Schweighofer
3839596,home,Treibach,bench,05,Marius Leo Maierhofer,False,Karl Schweighofer
3839596,home,Treibach,bench,08,Nikolaos Kokkas,False,Karl Schweighofer
3839596,home,Treibach,bench,12,Tristan Noel Stocklauser,False,Karl Schweighofer
3839596,home,Treibach,bench,15,Vahid Muharemovic,False,Karl Schweighofer
3839596,home,Treibach,bench,17,Thomas Pirker,False,Karl Schweighofer
3839596,away,Union PROCON Dietach,starter,01,Thomas Genshofer,False,"Daniel Ruttensteiner , BSc"
3839596,away,Union PROCON Dietach,starter,03,Benedikt Johannes Machreich,False,"Daniel Ruttensteiner , BSc"
3839596,away,Union PROCON Dietach,starter,09,David Kühhas,False,"Daniel Ruttensteiner , BSc"
3839596,away,Union PROCON Dietach,starter,10,Imran Sadriu,False,"Daniel Ruttensteiner , BSc"
3839596,away,Union PROCON Dietach,starter,11,Nico Steinmaßl,False,"Daniel Ruttensteiner , BSc"
3839596,away,Union PROCON Dietach,starter,15,Gabriel Awuni,False,"Daniel Ruttensteiner , BSc"
3839596,away,Union PROCON Dietach,starter,17,Samuel Hödl,False,"Daniel Ruttensteiner , BSc"
3839596,away,Union PROCON Dietach,starter,18,Adis Dudakovic,False,"Daniel Ruttensteiner , BSc"
3839596,away,Union PROCON Dietach,starter,19,Luka Valentic,False,"Daniel Ruttensteiner , BSc"
3839596,away,Union PROCON Dietach,starter,20,Aleksandar Vasiljevic,False,"Daniel Ruttensteiner , BSc"
3839596,away,Union PROCON Dietach,starter,23,Mario Reiter,True,"Daniel Ruttensteiner , BSc"
3839596,away,Union PROCON Dietach,bench,30,Lukas Huemer,False,"Daniel Ruttensteiner , BSc"
3839596,away,Union PROCON Dietach,bench,04,Hamza Hadzic,False,"Daniel Ruttensteiner , BSc"
3839596,away,Union PROCON Dietach,bench,06,Valentin Schwaiger,False,"Daniel Ruttensteiner , BSc"
3839596,away,Union PROCON Dietach,bench,08,Paul Schwaiger,False,"Daniel Ruttensteiner , BSc"
3839596,away,Union PROCON Dietach,bench,21,Eman Lidan,False,"Daniel Ruttensteiner , BSc"
3839596,away,Union PROCON Dietach,bench,22,Stefan Celic,False,"Daniel Ruttensteiner , BSc"
3839624,home,Union Raiffeisen Gurten,starter,01,Elias Jagereder,False,Peter Madritsch
3839624,home,Union Raiffeisen Gurten,starter,04,Thomas Reiter,True,Peter Madritsch
3839624,home,Union Raiffeisen Gurten,starter,05,Tobias Schott,False,Peter Madritsch
3839624,home,Union Raiffeisen Gurten,starter,06,Dominic Bauer,False,Peter Madritsch
3839624,home,Union Raiffeisen Gurten,starter,08,Felix Sickinger,False,Peter Madritsch
3839624,home,Union Raiffeisen Gurten,starter,11,Fabian Wimmleitner,False,Peter Madritsch
3839624,home,Union Raiffeisen Gurten,starter,14,Florian Schütz,False,Peter Madritsch
3839624,home,Union Raiffeisen Gurten,starter,17,Michael Oberwinkler,False,Peter Madritsch
3839624,home,Union Raiffeisen Gurten,starter,18,Simon Schnaitter,False,Peter Madritsch
3839624,home,Union Raiffeisen Gurten,starter,19,Jakob Horner,False,Peter Madritsch
3839624,home,Union Raiffeisen Gurten,starter,24,Thomas Burghuber,False,Peter Madritsch
3839624,home,Union Raiffeisen Gurten,bench,34,Simon Holzer,False,Peter Madritsch
3839624,home,Union Raiffeisen Gurten,bench,03,Tobias Hofbauer,False,Peter Madritsch
3839624,home,Union Raiffeisen Gurten,bench,09,Ermal Krasniqi,False,Peter Madritsch
3839624,home,Union Raiffeisen Gurten,bench,20,Felix Seiwald,False,Peter Madritsch
3839624,home,Union Raiffeisen Gurten,bench,29,Xaver Bernauer,False,Peter Madritsch
3839624,home,Union Raiffeisen Gurten,bench,44,Niklas Sickinger,False,Peter Madritsch
3839624,away,DSC Wonisch Installationen,starter,31,Jonas Veit,False,Patrick Haring
3839624,away,DSC Wonisch Installationen,starter,04,Claudio Lipp,True,Patrick Haring
3839624,away,DSC Wonisch Installationen,starter,06,Christian Degen,False,Patrick Haring
3839624,away,DSC Wonisch Installationen,starter,08,Daniel Schroll,False,Patrick Haring
3839624,away,DSC Wonisch Installationen,starter,09,Jakob Hack,False,Patrick Haring
3839624,away,DSC Wonisch Installationen,starter,10,Jure Grubelnik,False,Patrick Haring
3839624,away,DSC Wonisch Installationen,starter,16,Andreas Fuchs,False,Patrick Haring
3839624,away,DSC Wonisch Installationen,starter,17,Anto Jelec,False,Patrick Haring
3839624,away,DSC Wonisch Installationen,starter,19,Marco Fuchshofer,False,Patrick Haring
3839624,away,DSC Wonisch Installationen,starter,22,Jakob Mesaric,False,Patrick Haring
3839624,away,DSC Wonisch Installationen,starter,77,Jan Heuserer,False,Patrick Haring
3839624,away,DSC Wonisch Installationen,bench,01,Christoph Leitinger,False,Patrick Haring
3839624,away,DSC Wonisch Installationen,bench,03,Elias Rumpf,False,Patrick Haring
3839624,away,DSC Wonisch Installationen,bench,07,Eroll Sabanaj,False,Patrick Haring
3839624,away,DSC Wonisch Installationen,bench,11,Haris Hrustan,False,Patrick Haring
3839624,away,DSC Wonisch Installationen,bench,15,Tobias Revelant,False,Patrick Haring
3839624,away,DSC Wonisch Installationen,bench,21,Max Rauter,False,Patrick Haring
3839478,home,Velden,starter,31,Alexander Kofler,False,"Marcel Günther Kuster , BSc"
3839478,home,Velden,starter,04,Luka Caculovic,False,"Marcel Günther Kuster , BSc"
3839478,home,Velden,starter,06,Florian Schaller,False,"Marcel Günther Kuster , BSc"
3839478,home,Velden,starter,07,Mario Kröpfl,False,"Marcel Günther Kuster , BSc"
3839478,home,Velden,starter,08,Fabian Kopeinig,True,"Marcel Günther Kuster , BSc"
3839478,home,Velden,starter,09,Tom Zurga,False,"Marcel Günther Kuster , BSc"
3839478,home,Velden,starter,10,Lukas Lausegger,False,"Marcel Günther Kuster , BSc"
3839478,home,Velden,starter,14,Thorsten Mahrer,False,"Marcel Günther Kuster , BSc"
3839478,home,Velden,starter,23,Ralph Roman Scheer,False,"Marcel Günther Kuster , BSc"
3839478,home,Velden,starter,24,Alexander Kurz,False,"Marcel Günther Kuster , BSc"
3839478,home,Velden,starter,25,Lukas Lorinson,False,"Marcel Günther Kuster , BSc"
3839478,home,Velden,bench,01,Michael Fasching,False,"Marcel Günther Kuster , BSc"
3839478,home,Velden,bench,13,Jonas Peter Jochum,False,"Marcel Günther Kuster , BSc"
3839478,home,Velden,bench,18,Nicolas Manuel Modritz,False,"Marcel Günther Kuster , BSc"
3839478,home,Velden,bench,19,Manuel Thomas Guggenberger,False,"Marcel Günther Kuster , BSc"
3839478,home,Velden,bench,20,Alessandro Kiko,False,"Marcel Günther Kuster , BSc"
3839478,home,Velden,bench,99,Luca Alexander Pollanz,False,"Marcel Günther Kuster , BSc"
3839478,away,SV Licht - Loidl Lafnitz,starter,34,Leonhard Gabbichler,False,Marco Wimmer
3839478,away,SV Licht - Loidl Lafnitz,starter,04,Jakob Geister,False,Marco Wimmer
3839478,away,SV Licht - Loidl Lafnitz,starter,05,Aljaz Dzankic,True,Marco Wimmer
3839478,away,SV Licht - Loidl Lafnitz,starter,07,Michael John Lema,False,Marco Wimmer
3839478,away,SV Licht - Loidl Lafnitz,starter,08,Martin Coello Carrera,False,Marco Wimmer
3839478,away,SV Licht - Loidl Lafnitz,starter,10,Bajram Syla,False,Marco Wimmer
3839478,away,SV Licht - Loidl Lafnitz,starter,11,Hamza Samardzic,False,Marco Wimmer
3839478,away,SV Licht - Loidl Lafnitz,starter,14,Gabriel Hornyák,False,Marco Wimmer
3839478,away,SV Licht - Loidl Lafnitz,starter,18,Daniel Markl,False,Marco Wimmer
3839478,away,SV Licht - Loidl Lafnitz,starter,19,David Zulj,False,Marco Wimmer
3839478,away,SV Licht - Loidl Lafnitz,starter,21,Dominik Velecky,False,Marco Wimmer
3839478,away,SV Licht - Loidl Lafnitz,bench,31,Bernd Aineter,False,Marco Wimmer
3839478,away,SV Licht - Loidl Lafnitz,bench,09,Valentin Akrap,False,Marco Wimmer
3839478,away,SV Licht - Loidl Lafnitz,bench,12,Lovre Barić,False,Marco Wimmer
3839478,away,SV Licht - Loidl Lafnitz,bench,16,Mario Gintsberger,False,Marco Wimmer
3839478,away,SV Licht - Loidl Lafnitz,bench,17,Angelo Nenadic,False,Marco Wimmer
3839478,away,SV Licht - Loidl Lafnitz,bench,30,Lorenz Maurer,False,Marco Wimmer
3839464,home,Union PROCON Dietach,starter,01,Thomas Genshofer,False,"Daniel Ruttensteiner , BSc"
3839464,home,Union PROCON Dietach,starter,03,Benedikt Johannes Machreich,False,"Daniel Ruttensteiner , BSc"
3839464,home,Union PROCON Dietach,starter,09,David Kühhas,False,"Daniel Ruttensteiner , BSc"
3839464,home,Union PROCON Dietach,starter,10,Imran Sadriu,False,"Daniel Ruttensteiner , BSc"
3839464,home,Union PROCON Dietach,starter,11,Nico Steinmaßl,False,"Daniel Ruttensteiner , BSc"
3839464,home,Union PROCON Dietach,starter,14,Matthias Wetschka,False,"Daniel Ruttensteiner , BSc"
3839464,home,Union PROCON Dietach,starter,15,Gabriel Awuni,False,"Daniel Ruttensteiner , BSc"
3839464,home,Union PROCON Dietach,starter,18,Adis Dudakovic,False,"Daniel Ruttensteiner , BSc"
3839464,home,Union PROCON Dietach,starter,19,Luka Valentic,False,"Daniel Ruttensteiner , BSc"
3839464,home,Union PROCON Dietach,starter,20,Aleksandar Vasiljevic,False,"Daniel Ruttensteiner , BSc"
3839464,home,Union PROCON Dietach,starter,23,Mario Reiter,True,"Daniel Ruttensteiner , BSc"
3839464,home,Union PROCON Dietach,bench,30,Lukas Huemer,False,"Daniel Ruttensteiner , BSc"
3839464,home,Union PROCON Dietach,bench,06,Valentin Schwaiger,False,"Daniel Ruttensteiner , BSc"
3839464,home,Union PROCON Dietach,bench,08,Paul Schwaiger,False,"Daniel Ruttensteiner , BSc"
3839464,home,Union PROCON Dietach,bench,16,Engin Can Ketan,False,"Daniel Ruttensteiner , BSc"
3839464,home,Union PROCON Dietach,bench,21,Eman Lidan,False,"Daniel Ruttensteiner , BSc"
3839464,home,Union PROCON Dietach,bench,22,Stefan Celic,False,"Daniel Ruttensteiner , BSc"
3839464,away,Junge Wikinger Ried,starter,01,Benaja Marlon Frey,False,Marcel Thallinger
3839464,away,Junge Wikinger Ried,starter,04,Lejs Nezic,False,Marcel Thallinger
3839464,away,Junge Wikinger Ried,starter,05,Loiange Delphin Ondoa Belinga,False,Marcel Thallinger
3839464,away,Junge Wikinger Ried,starter,06,Jonas Karl Ablinger,True,Marcel Thallinger
3839464,away,Junge Wikinger Ried,starter,10,Nico Forobosko,False,Marcel Thallinger
3839464,away,Junge Wikinger Ried,starter,12,Conrad Scholl,False,Marcel Thallinger
3839464,away,Junge Wikinger Ried,starter,14,Philip Weissenbacher,False,Marcel Thallinger
3839464,away,Junge Wikinger Ried,starter,16,Nevio Zotz,False,Marcel Thallinger
3839464,away,Junge Wikinger Ried,starter,19,Oliver Koplarovics,False,Marcel Thallinger
3839464,away,Junge Wikinger Ried,starter,22,Elias Krain,False,Marcel Thallinger
3839464,away,Junge Wikinger Ried,starter,27,Sefiwu Abubakar,False,Marcel Thallinger
3839464,away,Junge Wikinger Ried,bench,21,Koloman Koppelhuber,False,Marcel Thallinger
3839464,away,Junge Wikinger Ried,bench,03,Benjamin Kiesl,False,Marcel Thallinger
3839464,away,Junge Wikinger Ried,bench,08,Bence Balabás,False,Marcel Thallinger
3839464,away,Junge Wikinger Ried,bench,36,Alex-Jason Osamagumwende Amadin,False,Marcel Thallinger
3839464,away,Junge Wikinger Ried,bench,47,Jesse Richards,False,Marcel Thallinger
3839464,away,Junge Wikinger Ried,bench,91,Volodymyr Danylenko,False,Marcel Thallinger
3839579,home,WAC Amat.,starter,21,David Franz Skubl,False,Nemanja Rnic
3839579,home,WAC Amat.,starter,03,Lorent Ademi,False,Nemanja Rnic
3839579,home,WAC Amat.,starter,04,Marcel Fritzer,False,Nemanja Rnic
